id,title,url,acceptance,difficulty,premium,like,dislike,tag
218,The Skyline Problem,https://leetcode.com/problems/the-skyline-problem,37.2%,Hard,0,3063.0,170.0,array;heap-priority-queue;divide-and-conquer;ordered-set;segment-tree;binary-indexed-tree;line-sweep;
219,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii,39.5%,Easy,0,1496.0,1483.0,array;hash-table;sliding-window;
220,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii,21.4%,Medium,0,1703.0,1769.0,array;sorting;sliding-window;ordered-set;bucket-sort;
221,Maximal Square,https://leetcode.com/problems/maximal-square,40.4%,Medium,0,4967.0,115.0,array;dynamic-programming;matrix;
222,Count Complete Tree Nodes,https://leetcode.com/problems/count-complete-tree-nodes,50.9%,Medium,0,3191.0,265.0,depth-first-search;tree;binary-tree;binary-search;
223,Rectangle Area,https://leetcode.com/problems/rectangle-area,38.7%,Medium,0,579.0,899.0,math;geometry;
224,Basic Calculator,https://leetcode.com/problems/basic-calculator,38.7%,Hard,0,2424.0,218.0,string;math;stack;recursion;
225,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues,49.0%,Easy,0,1212.0,704.0,stack;design;queue;
226,Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree,68.3%,Easy,0,5682.0,81.0,depth-first-search;breadth-first-search;tree;binary-tree;
227,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii,39.2%,Medium,0,2581.0,391.0,string;math;stack;
228,Summary Ranges,https://leetcode.com/problems/summary-ranges,43.3%,Easy,0,1105.0,752.0,array;
229,Majority Element II,https://leetcode.com/problems/majority-element-ii,39.7%,Medium,0,3039.0,230.0,array;hash-table;sorting;counting;
230,Kth Smallest Element in a BST,https://leetcode.com/problems/kth-smallest-element-in-a-bst,63.9%,Medium,0,4283.0,92.0,depth-first-search;tree;binary-tree;binary-search-tree;
231,Power of Two,https://leetcode.com/problems/power-of-two,43.8%,Easy,0,1528.0,227.0,math;bit-manipulation;recursion;
232,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks,53.7%,Easy,0,1939.0,173.0,stack;design;queue;
233,Number of Digit One,https://leetcode.com/problems/number-of-digit-one,32.1%,Hard,0,434.0,783.0,dynamic-programming;math;recursion;
234,Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list,43.3%,Easy,0,5813.0,455.0,two-pointers;stack;linked-list;recursion;
235,Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,53.1%,Easy,0,3483.0,142.0,depth-first-search;tree;binary-tree;binary-search-tree;
236,Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,51.1%,Medium,0,6531.0,219.0,depth-first-search;tree;binary-tree;
237,Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list,68.7%,Easy,0,2910.0,9576.0,linked-list;
238,Product of Array Except Self,https://leetcode.com/problems/product-of-array-except-self,61.8%,Medium,0,8065.0,583.0,array;prefix-sum;
239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum,45.2%,Hard,0,6485.0,245.0,array;heap-priority-queue;sliding-window;queue;monotonic-queue;
240,Search a 2D Matrix II,https://leetcode.com/problems/search-a-2d-matrix-ii,46.0%,Medium,0,5167.0,96.0,array;binary-search;matrix;divide-and-conquer;
241,Different Ways to Add Parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses,58.3%,Medium,0,2383.0,126.0,string;dynamic-programming;math;recursion;memoization;
242,Valid Anagram,https://leetcode.com/problems/valid-anagram,59.4%,Easy,0,2894.0,170.0,string;hash-table;sorting;
243,Shortest Word Distance,https://leetcode.com/problems/shortest-word-distance,62.8%,Easy,1,,,array;string;
244,Shortest Word Distance II,https://leetcode.com/problems/shortest-word-distance-ii,55.8%,Medium,1,,,array;string;hash-table;two-pointers;design;
245,Shortest Word Distance III,https://leetcode.com/problems/shortest-word-distance-iii,56.4%,Medium,1,,,array;string;
246,Strobogrammatic Number,https://leetcode.com/problems/strobogrammatic-number,46.8%,Easy,1,,,string;hash-table;two-pointers;
247,Strobogrammatic Number II,https://leetcode.com/problems/strobogrammatic-number-ii,49.3%,Medium,1,,,array;string;recursion;
248,Strobogrammatic Number III,https://leetcode.com/problems/strobogrammatic-number-iii,40.6%,Hard,1,,,array;string;recursion;
249,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings,59.3%,Medium,1,,,array;string;hash-table;
250,Count Univalue Subtrees,https://leetcode.com/problems/count-univalue-subtrees,53.8%,Medium,1,,,depth-first-search;tree;binary-tree;
251,Flatten 2D Vector,https://leetcode.com/problems/flatten-2d-vector,46.7%,Medium,1,,,array;two-pointers;design;iterator;
252,Meeting Rooms,https://leetcode.com/problems/meeting-rooms,55.8%,Easy,1,,,array;sorting;
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii,47.7%,Medium,1,,,array;sorting;greedy;two-pointers;heap-priority-queue;
254,Factor Combinations,https://leetcode.com/problems/factor-combinations,47.9%,Medium,1,,,array;backtracking;
255,Verify Preorder Sequence in Binary Search Tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,46.7%,Medium,1,,,tree;binary-tree;stack;recursion;binary-search-tree;monotonic-stack;
256,Paint House,https://leetcode.com/problems/paint-house,55.4%,Medium,1,,,array;dynamic-programming;
257,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths,55.3%,Easy,0,2810.0,142.0,string;depth-first-search;tree;binary-tree;
258,Add Digits,https://leetcode.com/problems/add-digits,59.2%,Easy,0,1277.0,1344.0,math;simulation;number-theory;
259,3Sum Smaller,https://leetcode.com/problems/3sum-smaller,49.6%,Medium,1,,,array;sorting;binary-search;two-pointers;
260,Single Number III,https://leetcode.com/problems/single-number-iii,65.6%,Medium,0,2508.0,140.0,array;bit-manipulation;
261,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree,43.9%,Medium,1,,,depth-first-search;breadth-first-search;graph;union-find;
263,Ugly Number,https://leetcode.com/problems/ugly-number,41.7%,Easy,0,862.0,849.0,math;
264,Ugly Number II,https://leetcode.com/problems/ugly-number-ii,43.4%,Medium,0,2833.0,169.0,hash-table;dynamic-programming;math;heap-priority-queue;
265,Paint House II,https://leetcode.com/problems/paint-house-ii,46.8%,Hard,1,,,array;dynamic-programming;
266,Palindrome Permutation,https://leetcode.com/problems/palindrome-permutation,63.4%,Easy,1,,,string;hash-table;bit-manipulation;
267,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii,38.1%,Medium,1,,,string;hash-table;backtracking;
268,Missing Number,https://leetcode.com/problems/missing-number,56.4%,Easy,0,3346.0,2593.0,array;hash-table;math;sorting;bit-manipulation;
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary,34.0%,Hard,1,,,array;string;depth-first-search;breadth-first-search;graph;topological-sort;
270,Closest Binary Search Tree Value,https://leetcode.com/problems/closest-binary-search-tree-value,51.2%,Easy,1,,,depth-first-search;tree;binary-tree;binary-search;binary-search-tree;
271,Encode and Decode Strings,https://leetcode.com/problems/encode-and-decode-strings,34.1%,Medium,1,,,array;string;design;
272,Closest Binary Search Tree Value II,https://leetcode.com/problems/closest-binary-search-tree-value-ii,53.6%,Hard,1,,,depth-first-search;tree;binary-tree;two-pointers;stack;heap-priority-queue;binary-search-tree;
273,Integer to English Words,https://leetcode.com/problems/integer-to-english-words,28.7%,Hard,0,1571.0,3893.0,string;math;recursion;
274,H-Index,https://leetcode.com/problems/h-index,36.7%,Medium,0,952.0,1552.0,array;sorting;counting-sort;
275,H-Index II,https://leetcode.com/problems/h-index-ii,36.5%,Medium,0,569.0,887.0,array;binary-search;
276,Paint Fence,https://leetcode.com/problems/paint-fence,39.7%,Medium,1,,,dynamic-programming;
277,Find the Celebrity,https://leetcode.com/problems/find-the-celebrity,44.7%,Medium,1,,,greedy;two-pointers;graph;interactive;
278,First Bad Version,https://leetcode.com/problems/first-bad-version,38.5%,Easy,0,2438.0,891.0,binary-search;interactive;
279,Perfect Squares,https://leetcode.com/problems/perfect-squares,49.8%,Medium,0,4749.0,247.0,dynamic-programming;math;breadth-first-search;
280,Wiggle Sort,https://leetcode.com/problems/wiggle-sort,65.1%,Medium,1,,,array;sorting;greedy;
281,Zigzag Iterator,https://leetcode.com/problems/zigzag-iterator,60.0%,Medium,1,,,array;design;queue;iterator;
282,Expression Add Operators,https://leetcode.com/problems/expression-add-operators,37.4%,Hard,0,1765.0,294.0,string;math;backtracking;
283,Move Zeroes,https://leetcode.com/problems/move-zeroes,59.0%,Easy,0,5999.0,178.0,array;two-pointers;
284,Peeking Iterator,https://leetcode.com/problems/peeking-iterator,51.5%,Medium,0,830.0,577.0,array;design;iterator;
285,Inorder Successor in BST,https://leetcode.com/problems/inorder-successor-in-bst,44.5%,Medium,1,,,depth-first-search;tree;binary-tree;binary-search-tree;
286,Walls and Gates,https://leetcode.com/problems/walls-and-gates,57.3%,Medium,1,,,array;breadth-first-search;matrix;
287,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number,58.1%,Medium,0,8296.0,874.0,array;binary-search;two-pointers;bit-manipulation;
288,Unique Word Abbreviation,https://leetcode.com/problems/unique-word-abbreviation,23.7%,Medium,1,,,array;string;hash-table;design;
289,Game of Life,https://leetcode.com/problems/game-of-life,60.0%,Medium,0,2916.0,358.0,array;matrix;simulation;
290,Word Pattern,https://leetcode.com/problems/word-pattern,38.7%,Easy,0,2035.0,236.0,string;hash-table;
291,Word Pattern II,https://leetcode.com/problems/word-pattern-ii,44.8%,Medium,1,,,string;hash-table;backtracking;
292,Nim Game,https://leetcode.com/problems/nim-game,55.2%,Easy,0,826.0,1939.0,math;game-theory;brainteaser;
293,Flip Game,https://leetcode.com/problems/flip-game,61.7%,Easy,1,,,string;
294,Flip Game II,https://leetcode.com/problems/flip-game-ii,51.0%,Medium,1,,,dynamic-programming;math;backtracking;memoization;game-theory;
295,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream,48.8%,Hard,0,4812.0,85.0,sorting;two-pointers;design;heap-priority-queue;data-stream;
296,Best Meeting Point,https://leetcode.com/problems/best-meeting-point,58.5%,Hard,1,,,array;math;sorting;matrix;
297,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,51.2%,Hard,0,4656.0,208.0,string;depth-first-search;breadth-first-search;tree;binary-tree;design;
298,Binary Tree Longest Consecutive Sequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,48.7%,Medium,1,,,depth-first-search;tree;binary-tree;
299,Bulls and Cows,https://leetcode.com/problems/bulls-and-cows,45.3%,Medium,0,1024.0,1108.0,string;hash-table;counting;
300,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence,46.0%,Medium,0,8109.0,174.0,array;dynamic-programming;binary-search;
301,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses,45.3%,Hard,0,3602.0,170.0,string;breadth-first-search;backtracking;
302,Smallest Rectangle Enclosing Black Pixels,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels,53.1%,Hard,1,,,array;depth-first-search;breadth-first-search;binary-search;matrix;
303,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable,49.7%,Easy,0,1404.0,1427.0,array;design;prefix-sum;
304,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable,44.0%,Medium,0,1867.0,222.0,array;matrix;design;prefix-sum;
305,Number of Islands II,https://leetcode.com/problems/number-of-islands-ii,39.4%,Hard,1,,,array;union-find;
306,Additive Number,https://leetcode.com/problems/additive-number,29.9%,Medium,0,579.0,553.0,string;backtracking;
307,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable,37.8%,Medium,0,2164.0,120.0,array;design;segment-tree;binary-indexed-tree;
308,Range Sum Query 2D - Mutable,https://leetcode.com/problems/range-sum-query-2d-mutable,39.1%,Hard,1,,,array;matrix;design;segment-tree;binary-indexed-tree;
309,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,49.0%,Medium,0,3903.0,129.0,array;dynamic-programming;
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees,35.3%,Medium,0,3375.0,139.0,depth-first-search;breadth-first-search;graph;topological-sort;
311,Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication,64.6%,Medium,1,,,array;hash-table;matrix;
312,Burst Balloons,https://leetcode.com/problems/burst-balloons,54.2%,Hard,0,3875.0,116.0,array;dynamic-programming;
313,Super Ugly Number,https://leetcode.com/problems/super-ugly-number,47.0%,Medium,0,978.0,177.0,array;hash-table;dynamic-programming;math;heap-priority-queue;
314,Binary Tree Vertical Order Traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal,47.9%,Medium,1,,,hash-table;depth-first-search;breadth-first-search;tree;binary-tree;
315,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self,42.0%,Hard,0,4141.0,122.0,array;binary-search;divide-and-conquer;ordered-set;segment-tree;binary-indexed-tree;merge-sort;
316,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters,39.9%,Medium,0,2837.0,205.0,string;greedy;stack;monotonic-stack;
317,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings,43.5%,Hard,1,,,array;breadth-first-search;matrix;
318,Maximum Product of Word Lengths,https://leetcode.com/problems/maximum-product-of-word-lengths,55.5%,Medium,0,1371.0,88.0,array;string;bit-manipulation;
319,Bulb Switcher,https://leetcode.com/problems/bulb-switcher,45.8%,Medium,0,684.0,1310.0,math;brainteaser;
320,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation,54.5%,Medium,1,,,string;bit-manipulation;backtracking;
321,Create Maximum Number,https://leetcode.com/problems/create-maximum-number,27.8%,Hard,0,1027.0,281.0,greedy;stack;monotonic-stack;
322,Coin Change,https://leetcode.com/problems/coin-change,38.3%,Medium,0,7558.0,207.0,array;dynamic-programming;breadth-first-search;
323,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,58.9%,Medium,1,,,depth-first-search;breadth-first-search;graph;union-find;
324,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii,31.1%,Medium,0,1538.0,695.0,array;sorting;divide-and-conquer;quickselect;
325,Maximum Size Subarray Sum Equals k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,48.0%,Medium,1,,,array;hash-table;
326,Power of Three,https://leetcode.com/problems/power-of-three,42.6%,Easy,0,313.0,42.0,math;recursion;
327,Count of Range Sum,https://leetcode.com/problems/count-of-range-sum,36.2%,Hard,0,1172.0,129.0,array;binary-search;divide-and-conquer;ordered-set;segment-tree;binary-indexed-tree;merge-sort;
328,Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list,57.7%,Medium,0,3473.0,346.0,linked-list;
329,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,47.2%,Hard,0,3647.0,61.0,dynamic-programming;depth-first-search;breadth-first-search;graph;memoization;topological-sort;
330,Patching Array,https://leetcode.com/problems/patching-array,35.4%,Hard,0,672.0,86.0,array;greedy;
331,Verify Preorder Serialization of a Binary Tree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,41.4%,Medium,0,1049.0,61.0,string;tree;binary-tree;stack;
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary,38.7%,Medium,0,2949.0,1346.0,depth-first-search;graph;eulerian-circuit;
333,Largest BST Subtree,https://leetcode.com/problems/largest-bst-subtree,39.0%,Medium,1,,,dynamic-programming;depth-first-search;tree;binary-tree;binary-search-tree;
334,Increasing Triplet Subsequence,https://leetcode.com/problems/increasing-triplet-subsequence,41.0%,Medium,0,2683.0,171.0,array;greedy;
335,Self Crossing,https://leetcode.com/problems/self-crossing,28.8%,Hard,0,193.0,420.0,array;math;geometry;
336,Palindrome Pairs,https://leetcode.com/problems/palindrome-pairs,36.0%,Hard,0,2182.0,199.0,array;string;hash-table;trie;
337,House Robber III,https://leetcode.com/problems/house-robber-iii,52.2%,Medium,0,4393.0,71.0,dynamic-programming;depth-first-search;tree;binary-tree;
338,Counting Bits,https://leetcode.com/problems/counting-bits,71.2%,Easy,0,4396.0,225.0,dynamic-programming;bit-manipulation;
339,Nested List Weight Sum,https://leetcode.com/problems/nested-list-weight-sum,77.5%,Medium,1,,,depth-first-search;breadth-first-search;
340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,46.2%,Medium,1,,,string;hash-table;sliding-window;
341,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,56.6%,Medium,0,2468.0,891.0,depth-first-search;tree;stack;design;queue;iterator;
342,Power of Four,https://leetcode.com/problems/power-of-four,42.2%,Easy,0,961.0,261.0,math;bit-manipulation;recursion;
